CropType,CropDays,SoilMoisture,temperature,Humidity,Irrigation
Rice,129,69.74,31.09,104.18,0
Wheat,134,90.01,11.54,67.96,0
Sugarcane,128,88.55,30.01,75.02,0
Sugarcane,104,84.13,31.12,73.21,0
Potato,3,54.33,19.87,78.86,0
Maize,1,56.74,20.15,60.05,0
Wheat,67,42.23,9.33,38.03,0
Wheat,41,62.27,19.31,45.26,0
Potato,46,86.35,25.62,74.27,0
Sugarcane,33,60.64,33.03,51.58,0
Cotton,140,63.78,28.11,44.55,0
Sugarcane,65,13.35,36.43,54.11,1
Potato,26,16.6,20.94,71.38,1
Potato,71,61.13,14.87,83.39,0
Rice,36,64.89,36.82,84.76,0
Potato,99,85.47,28.53,54.4,0
Maize,67,93.46,24.82,84.04,0
Cotton,88,27.49,24.38,48.98,0
Potato,127,94.08,18.37,74.86,0
Sugarcane,53,11.46,30.62,71.04,1
Potato,101,49.27,19.87,66.22,0
Maize,25,92.12,22.06,66.93,0
Rice,128,69.55,27.93,81.42,0
Maize,97,39.12,32.31,65.02,0
Wheat,24,37.5,26.35,47.55,1
Wheat,101,15.46,22.79,49.08,1
Potato,57,37.81,12.7,69.38,0
Maize,105,50.57,23.28,79.29,0
Cotton,127,16.61,24.07,59.91,1
Wheat,63,81.48,19.37,54.49,0
Wheat,80,89.51,24.78,74.8,0
Maize,121,52.56,9.91,57.82,0
Wheat,65,48.36,22.0,61.66,0
Cotton,12,61.01,30.62,47.91,0
Sugarcane,35,64.2,31.94,51.27,0
Rice,42,28.47,34.11,83.35,1
Cotton,82,25.18,34.94,71.14,0
Sugarcane,109,89.53,23.92,78.58,0
Maize,126,64.9,25.79,74.77,0
Cotton,134,32.54,30.16,49.07,0
Wheat,1,80.23,19.53,54.65,0
Cotton,79,49.77,36.99,63.24,0
Cotton,126,17.3,33.13,63.88,1
Rice,133,77.78,36.04,86.15,0
Maize,118,39.64,30.74,57.26,0
Potato,61,34.85,26.11,56.08,1
Wheat,123,41.82,17.85,57.61,0
Potato,146,28.68,20.41,66.02,1
Maize,26,29.23,27.96,70.69,1
Maize,56,16.3,32.78,67.47,1
Rice,112,66.74,31.69,81.59,0
Rice,45,16.81,21.51,66.95,1
Rice,139,46.77,31.59,79.79,1
Cotton,61,81.59,24.45,77.13,0
Maize,31,93.35,19.39,57.53,0
Sugarcane,41,38.31,20.0,83.54,1
Sugarcane,104,71.3,28.18,67.84,0
Sugarcane,124,28.51,27.78,67.3,1
Wheat,141,64.65,19.79,71.39,0
Rice,127,66.31,33.18,103.23,0
Wheat,125,84.91,27.02,64.33,0
Sugarcane,65,86.69,36.58,64.61,0
Sugarcane,113,59.43,29.71,70.47,0
Sugarcane,41,41.39,30.8,61.11,0
Rice,137,42.41,30.99,73.73,1
Rice,13,70.93,31.56,88.58,0
Maize,146,16.4,33.73,44.4,1
Rice,128,58.94,25.25,77.08,1
Rice,145,60.9,28.51,76.81,0
Potato,89,70.02,20.07,70.76,0
Sugarcane,9,89.95,26.84,60.08,0
Wheat,1,60.94,18.92,55.72,0
Sugarcane,84,55.72,25.44,77.01,0
Sugarcane,149,73.45,38.37,60.99,0
Sugarcane,14,39.36,24.14,66.88,1
Maize,57,14.05,25.93,66.88,1
Maize,52,44.11,28.22,68.75,0
Rice,43,74.47,26.61,76.95,0
Potato,101,83.38,26.31,76.61,0
Sugarcane,110,71.95,26.98,84.59,0
Wheat,68,81.92,26.94,66.5,0
Cotton,115,29.35,30.16,62.68,0
Cotton,73,31.31,28.45,49.82,0
Rice,16,32.01,34.12,89.46,1
Potato,43,25.38,18.98,81.63,1
Potato,47,24.25,23.09,87.36,1
Wheat,51,14.79,15.76,60.51,1
Sugarcane,41,24.66,38.7,70.55,1
Wheat,66,28.54,25.68,39.29,1
Wheat,19,89.12,28.1,64.85,0
Sugarcane,88,12.53,37.62,73.67,1
Potato,42,53.89,18.6,61.12,0
Wheat,111,80.5,23.18,68.47,0
Sugarcane,52,66.94,30.87,90.82,0
Cotton,69,62.13,31.37,75.67,0
Wheat,135,35.42,26.8,51.2,0
Sugarcane,22,41.97,17.71,60.19,0
Sugarcane,120,67.81,31.39,53.74,0
Rice,14,46.56,31.07,99.44,1
Potato,117,61.06,12.99,67.1,0
Sugarcane,27,67.29,38.85,50.41,0
Sugarcane,101,75.03,31.54,58.65,0
Rice,54,50.2,33.15,94.17,1
Cotton,37,94.65,23.92,54.97,0
Wheat,110,61.95,15.72,57.26,0
Sugarcane,118,63.16,37.7,49.31,0
Potato,18,91.58,27.42,40.64,0
Rice,73,92.55,31.09,94.62,0
Sugarcane,18,55.7,37.09,69.62,0
Wheat,3,39.45,23.88,40.96,0
Potato,91,65.56,27.62,60.87,0
Rice,27,84.97,26.69,77.99,0
Sugarcane,76,63.09,24.59,59.53,0
Potato,28,91.83,19.22,64.62,0
Maize,88,21.97,25.7,55.92,1
Cotton,112,41.88,29.92,50.19,0
Cotton,138,38.78,31.86,56.87,0
Wheat,44,34.09,20.64,61.76,0
Potato,89,58.81,16.24,51.53,0
Maize,60,41.95,28.47,65.5,0
Sugarcane,133,46.24,29.45,76.72,0
Rice,84,20.65,33.46,61.39,1
Cotton,64,34.3,36.81,45.09,1
Sugarcane,47,77.75,24.82,76.41,0
Rice,53,69.12,23.5,83.14,0
Potato,21,36.51,14.91,65.99,0
Wheat,42,58.43,8.04,76.96,0
Sugarcane,146,65.04,31.28,59.56,0
Potato,111,90.37,21.65,58.31,0
Potato,65,63.78,19.5,65.34,0
Rice,20,15.55,35.78,78.14,1
Cotton,57,49.45,25.99,60.35,0
Cotton,1,89.92,33.82,64.01,0
Wheat,103,62.35,22.94,65.46,0
Potato,22,93.35,21.32,54.66,0
Cotton,30,25.39,30.59,63.92,0
Potato,63,30.95,26.59,70.19,1
Potato,20,56.66,17.27,62.3,0
Maize,117,40.61,20.6,63.26,0
Wheat,99,55.67,30.26,51.48,0
Rice,9,91.05,28.72,91.78,0
Wheat,128,54.06,19.23,67.14,0
Potato,26,41.55,15.75,82.65,0
Sugarcane,118,77.71,25.53,63.8,0
Maize,149,61.12,30.66,85.6,0
Sugarcane,149,44.32,28.76,72.81,0
Cotton,31,93.23,34.6,49.04,0
Cotton,147,82.79,28.22,66.69,0
Potato,131,18.42,22.7,81.96,1
Potato,78,92.93,21.41,70.81,0
Maize,105,28.24,20.41,45.99,1
Sugarcane,49,70.57,23.45,85.69,0
Sugarcane,77,12.73,29.35,66.2,1
Wheat,138,54.38,22.5,40.09,0
Rice,55,65.66,25.28,81.24,0
Maize,146,43.51,30.74,45.85,1
Sugarcane,68,89.71,26.02,55.27,0
Cotton,126,53.39,28.02,49.44,0
Rice,68,35.53,25.94,78.71,1
Rice,134,20.58,41.75,89.5,1
Maize,109,55.65,32.1,85.3,0
Sugarcane,115,71.7,26.61,79.31,0
Rice,19,57.04,34.62,61.11,1
Sugarcane,125,38.56,29.36,62.96,1
Potato,142,81.19,16.86,65.5,0
Potato,65,82.25,20.01,69.28,0
Sugarcane,125,53.27,36.36,72.17,0
Rice,52,28.68,33.6,82.68,1
Rice,89,81.78,26.63,82.11,0
Rice,41,66.53,27.89,90.28,0
Maize,138,84.02,27.63,48.35,0
Maize,84,13.96,31.21,62.43,1
Maize,34,89.26,28.87,54.49,0
Wheat,46,22.6,25.27,69.44,1
Potato,125,24.43,17.34,93.82,1
Rice,111,83.93,23.5,76.36,0
Cotton,31,31.11,25.14,65.73,0
Potato,30,46.75,21.34,68.31,0
Maize,131,36.95,34.5,68.93,0
Sugarcane,121,62.8,31.66,54.7,0
Sugarcane,24,58.01,28.2,86.08,0
Rice,128,64.24,30.91,74.79,0
Maize,21,58.46,31.73,76.23,0
Potato,46,69.84,19.28,54.44,0
Sugarcane,124,49.06,32.46,58.69,0
Rice,130,20.72,38.26,75.54,1
Maize,41,67.27,23.96,70.85,0
Potato,67,30.87,25.1,72.15,1
Sugarcane,147,53.34,28.79,80.58,0
Sugarcane,41,43.38,35.21,65.51,0
Wheat,9,67.75,10.9,78.69,0
Wheat,100,52.64,18.66,64.48,0
Cotton,81,11.73,24.8,51.32,1
Cotton,50,41.65,35.05,44.85,1
Potato,119,82.48,16.1,89.61,0
Wheat,23,92.44,26.45,66.56,0
Maize,64,72.32,16.83,44.24,0
Cotton,64,24.77,29.07,55.21,1
Wheat,140,14.67,20.97,47.11,1
Wheat,138,44.91,23.75,44.93,0
Wheat,98,65.17,19.45,61.33,0
Sugarcane,26,28.27,29.59,78.35,1
Rice,69,84.71,32.81,75.33,0
Rice,117,75.53,28.24,75.74,0
Maize,89,86.74,22.13,48.73,0
Sugarcane,91,51.79,34.98,62.43,0
Maize,42,27.6,28.25,78.37,1
Maize,44,76.68,29.46,67.18,0
Maize,103,69.93,32.71,91.05,0
Rice,35,25.52,36.5,72.86,1
Wheat,146,55.04,17.7,65.97,0
Potato,75,60.66,16.03,55.59,0
Sugarcane,117,17.81,26.57,87.93,1
Rice,70,17.97,39.82,83.35,1
Rice,73,82.77,27.38,72.58,0
Wheat,4,41.95,27.17,51.13,0
Wheat,104,12.75,23.73,80.21,1
Potato,27,68.42,14.88,61.4,0
Rice,45,23.74,30.22,65.41,1
Rice,41,31.87,26.98,64.31,1
Potato,10,67.03,16.52,71.21,0
Cotton,19,17.07,29.1,67.79,1
Maize,117,49.16,21.55,51.32,0
Potato,50,13.8,21.1,73.3,1
Cotton,48,57.0,32.61,39.16,0
Potato,105,14.48,21.44,56.99,1
Cotton,120,43.74,37.8,65.52,0
Cotton,75,79.19,37.69,52.67,0
Rice,75,65.55,35.15,97.33,0
Maize,102,67.13,28.19,57.92,0
Wheat,20,90.25,16.16,52.38,0
Potato,87,23.28,21.57,60.74,1
Sugarcane,10,89.83,27.41,64.62,0
Wheat,83,11.57,18.23,49.75,1
Maize,35,45.96,29.86,66.43,0
Sugarcane,12,51.59,27.61,73.02,0
Cotton,52,12.85,20.53,58.4,1
Potato,71,77.1,25.02,83.47,0
Cotton,136,25.43,36.27,72.52,0
Maize,107,62.09,25.67,84.7,0
Rice,34,25.75,23.19,67.86,1
Wheat,78,92.3,23.39,43.97,0
Sugarcane,58,27.15,33.1,55.73,1
Maize,73,86.16,24.22,66.67,0
Rice,78,34.36,30.27,84.41,1
Sugarcane,142,48.52,31.94,68.37,0
Rice,39,53.54,27.16,85.13,1
Sugarcane,112,34.73,29.76,84.54,1
Potato,47,24.33,16.43,69.76,1
Wheat,5,29.25,25.0,68.77,1
Maize,87,93.23,28.67,64.9,0
Cotton,109,36.48,26.37,49.22,0
Cotton,146,86.42,28.56,70.29,0
Sugarcane,46,45.42,33.58,60.88,0
Wheat,88,88.66,12.05,63.72,0
Maize,45,46.09,23.79,54.5,0
Rice,23,16.87,36.35,92.95,1
Maize,141,72.06,20.28,56.62,0
Maize,42,58.85,29.97,59.66,0
Sugarcane,87,89.7,28.28,60.07,0
Sugarcane,40,12.28,25.91,85.28,1
Maize,3,78.25,32.1,45.5,0
Maize,35,94.62,20.14,56.05,0
Wheat,129,74.31,21.43,50.53,0
Cotton,118,87.24,37.13,58.73,0
Potato,53,46.72,11.22,69.66,0
Maize,144,46.05,22.73,73.46,0
Cotton,138,25.54,37.9,47.22,1
Sugarcane,64,15.02,24.28,71.2,1
Cotton,100,43.89,32.06,52.02,0
Wheat,42,19.83,21.3,55.93,1
Rice,60,93.27,29.77,81.82,0
Sugarcane,58,20.63,31.09,67.52,1
Sugarcane,75,93.73,28.6,64.71,0
Wheat,34,54.56,11.64,51.94,0
Maize,120,31.58,25.03,44.15,1
Rice,128,49.11,26.54,90.26,1
Potato,107,29.47,15.49,57.77,1
Rice,44,53.12,35.58,86.44,1
Cotton,17,11.14,33.18,49.74,1
Wheat,91,71.56,21.28,63.89,0
Rice,112,33.21,24.53,76.34,1
Maize,124,48.33,35.06,92.45,0
Maize,65,82.14,26.19,54.27,0
Rice,69,74.46,24.42,64.75,0
Potato,139,39.19,23.51,81.2,0
Sugarcane,48,72.47,30.13,69.21,0
Maize,38,36.33,23.18,73.31,0
Cotton,144,87.96,26.48,67.71,0
Wheat,13,65.41,19.43,63.35,0
Rice,31,74.04,29.13,72.53,0
Maize,120,33.24,28.51,66.25,1
Cotton,143,89.11,30.62,75.98,0
Rice,146,77.13,32.07,67.33,0
Rice,78,27.02,25.61,70.15,1
Wheat,135,10.81,16.83,56.4,1
Rice,92,27.12,28.55,78.42,1
Cotton,133,57.02,26.58,50.72,0
Maize,59,32.87,18.53,69.27,1
Potato,87,60.69,21.94,67.51,0
Maize,129,68.99,21.36,62.0,0
Rice,71,90.94,39.18,74.47,0
Sugarcane,61,53.64,29.32,57.56,0
Maize,131,51.54,21.03,47.37,0
Sugarcane,59,23.53,29.83,66.84,1
Maize,123,78.2,26.43,56.69,0
Wheat,45,56.64,13.19,84.38,0
Maize,135,75.49,25.08,70.29,0
Sugarcane,88,25.46,22.12,66.66,1
Sugarcane,44,83.48,27.09,80.46,0
Cotton,146,57.85,32.61,54.57,0
Potato,90,25.89,28.15,64.54,1
Wheat,97,13.51,21.13,73.48,1
Cotton,46,71.13,32.07,60.55,0
Cotton,130,69.45,25.48,70.15,0
Rice,134,11.33,34.59,66.32,1
Sugarcane,124,51.31,25.41,68.18,0
Potato,83,73.73,19.7,59.74,0
Wheat,43,20.7,24.74,31.12,1
Cotton,89,19.69,23.61,69.11,1
Wheat,78,31.11,17.65,63.19,0
Potato,80,31.93,22.18,84.08,1
Wheat,75,54.27,16.79,61.32,0
Wheat,31,10.83,17.89,57.31,1
Maize,73,84.85,30.11,68.03,0
Cotton,21,70.57,29.97,52.26,0
Rice,57,83.98,27.67,69.59,0
Cotton,55,76.11,30.33,48.55,0
Wheat,55,18.01,23.79,56.27,1
Potato,103,46.84,22.42,67.08,0
Wheat,96,45.71,19.91,52.79,0
Rice,43,15.92,32.25,74.1,1
Sugarcane,88,49.8,31.38,74.02,0
Maize,78,64.63,30.52,63.73,0
Wheat,55,91.36,20.3,69.68,0
Rice,148,31.24,39.51,78.92,1
Wheat,55,54.05,33.57,75.02,0
Maize,113,10.15,20.28,71.56,1
Wheat,83,59.53,21.13,57.65,0
Cotton,143,90.55,28.39,64.81,0
Cotton,58,67.49,30.27,46.88,0
Rice,127,46.51,33.01,80.45,1
Cotton,70,90.73,36.19,57.42,0
Cotton,49,72.02,30.01,40.62,0
Sugarcane,12,40.44,27.23,64.26,0
Rice,41,29.68,31.06,69.1,1
Rice,79,83.09,26.41,87.83,0
Potato,87,15.54,23.54,75.26,1
Sugarcane,67,52.6,25.96,74.8,0
Potato,18,25.41,30.68,64.13,1
Potato,137,43.59,16.07,86.99,0
Rice,84,89.43,35.94,75.32,0
Sugarcane,71,93.89,28.92,79.36,0
Potato,119,22.95,18.5,63.03,1
Potato,78,59.17,10.19,62.76,0
Rice,88,59.9,27.09,96.43,1
Maize,71,77.36,21.81,72.97,0
Cotton,85,11.87,32.66,84.01,1
Wheat,115,94.09,22.07,63.09,0
Sugarcane,103,79.72,26.6,67.23,0
Rice,148,51.85,32.7,69.48,1
Sugarcane,42,80.51,31.96,74.19,0
Wheat,3,35.85,21.15,52.76,0
Rice,108,88.77,26.55,78.89,0
Maize,75,12.47,25.56,60.43,1
Cotton,41,61.89,32.74,46.67,0
Wheat,45,62.77,20.27,66.28,0
Potato,90,42.35,23.79,77.36,0
Cotton,77,51.83,27.2,39.86,0
Potato,30,13.65,18.74,55.14,1
Rice,13,31.14,29.24,92.38,1
Rice,80,80.11,30.06,68.35,0
Rice,47,41.65,24.08,75.01,1
Potato,82,75.45,23.03,64.7,0
Potato,83,94.44,22.63,43.61,0
Sugarcane,143,45.59,30.8,80.04,0
Cotton,23,16.24,27.55,58.99,1
Potato,37,37.91,21.9,73.21,0
Rice,91,70.83,36.88,74.35,0
Maize,149,14.23,22.42,65.27,1
Potato,135,40.74,20.92,73.6,0
Rice,41,15.35,34.99,76.62,1
Rice,67,87.33,25.36,91.06,0
Wheat,77,39.56,11.6,47.92,0
Rice,85,54.51,37.74,79.32,1
Maize,137,30.35,23.06,73.26,1
Potato,135,25.6,16.82,51.1,1
Sugarcane,46,74.13,31.25,57.48,0
Maize,109,65.77,25.22,67.98,0
Potato,6,44.15,25.9,66.09,0
Maize,105,39.52,22.37,54.17,0
Wheat,104,46.29,26.82,54.19,0
Sugarcane,127,93.77,24.28,70.7,0
Sugarcane,142,49.32,37.07,65.9,0
Potato,57,60.23,21.18,63.35,0
Maize,119,57.23,31.31,64.42,0
Sugarcane,65,43.71,28.23,67.88,0
Rice,31,82.5,32.96,92.59,0
Maize,98,81.2,21.84,53.09,0
Maize,140,15.67,23.48,71.48,1
Sugarcane,31,21.97,20.47,63.86,1
Wheat,121,13.84,13.41,70.87,1
Sugarcane,85,61.22,27.07,61.84,0
Rice,92,64.29,37.79,81.87,0
Potato,138,90.79,19.68,85.78,0
Potato,133,28.57,9.15,74.64,1
Sugarcane,37,12.47,30.07,65.68,1
Cotton,137,77.07,32.11,39.86,0
Maize,112,22.4,35.11,72.21,1
Maize,28,27.78,21.5,67.12,1
Sugarcane,58,57.17,28.15,72.7,0
Rice,106,70.92,31.02,77.24,0
Rice,60,67.43,28.27,69.01,0
Sugarcane,72,32.9,26.73,66.24,1
Maize,76,11.02,36.67,77.96,1
Wheat,62,31.68,26.26,55.89,0
Rice,125,76.48,41.25,85.92,0
Sugarcane,112,15.63,31.16,69.51,1
Maize,16,61.83,29.71,54.29,0
Maize,94,57.22,19.31,67.39,0
Sugarcane,136,54.47,20.62,62.01,0
Maize,106,31.06,26.54,76.31,1
Wheat,143,23.54,21.15,57.48,1
Sugarcane,77,58.5,33.59,68.4,0
Sugarcane,78,93.43,37.55,40.33,1
Potato,28,66.02,20.77,68.33,0
Rice,115,63.18,25.11,76.93,0
Cotton,86,85.63,43.14,76.8,0
Wheat,77,70.73,13.78,56.11,0
Sugarcane,43,92.81,33.92,67.9,0
Sugarcane,134,62.44,31.73,84.48,0
Wheat,138,62.55,18.16,51.35,0
Potato,14,20.82,23.99,65.28,1
Maize,115,28.62,31.57,64.93,1
Sugarcane,49,43.44,30.12,58.94,0
Wheat,69,89.18,29.79,54.32,0
Cotton,148,46.94,37.42,55.31,0
Rice,79,40.52,32.14,65.44,1
Potato,61,40.98,20.13,68.84,0
Rice,121,72.04,26.21,86.22,0
Potato,5,52.84,24.1,84.6,0
Rice,22,37.04,27.66,72.25,1
Maize,49,45.25,23.93,54.97,0
Sugarcane,26,42.67,34.26,77.41,0
Cotton,20,89.14,27.5,65.32,0
Wheat,143,45.69,19.23,69.6,0
Rice,127,33.88,26.18,81.16,1
Rice,144,38.15,37.31,62.39,1
Cotton,60,15.88,24.54,54.64,1
Maize,34,48.47,22.4,65.07,0
Cotton,90,56.23,33.23,74.74,0
Wheat,53,66.93,20.53,39.62,0
Potato,37,15.58,22.22,52.0,1
Maize,94,20.85,19.82,63.13,1
Potato,78,38.71,22.9,72.17,0
Cotton,4,51.26,28.42,57.48,0
Potato,20,94.85,19.6,61.38,0
Sugarcane,94,22.75,26.72,81.12,1
Sugarcane,95,81.04,22.24,85.05,0
Rice,6,46.69,25.4,62.6,1
Wheat,111,74.23,15.7,72.82,0
Maize,141,82.41,20.14,61.19,0
Potato,21,55.34,34.95,74.52,0
Wheat,7,57.64,16.63,85.64,0
Wheat,46,56.48,14.54,56.74,0
Sugarcane,100,17.08,27.25,63.83,1
Rice,33,61.34,34.16,85.31,0
Wheat,41,69.33,14.33,55.41,0
Maize,6,56.15,19.36,55.82,0
Maize,69,64.86,25.96,72.35,0
Wheat,19,55.45,26.79,68.87,0
Maize,1,66.32,23.66,80.47,0
Cotton,21,14.45,26.37,65.38,1
Rice,2,47.26,29.03,76.95,1
Maize,33,62.51,23.34,65.8,0
Potato,103,13.67,17.01,65.27,1
Wheat,126,83.73,23.92,59.52,0
Cotton,67,60.61,24.12,53.26,0
Potato,26,44.01,18.79,93.3,0
Sugarcane,64,81.73,24.3,66.63,0
Maize,131,54.72,24.63,54.19,0
Rice,118,73.26,32.87,75.03,0
Maize,117,37.1,23.29,52.88,0
Maize,113,64.59,30.0,73.73,0
Potato,142,92.14,26.99,54.75,0
Rice,14,79.64,26.79,96.59,0
Wheat,12,74.74,23.94,64.6,0
Maize,41,67.85,27.89,50.49,0
Potato,109,47.53,7.31,82.13,0
Maize,99,23.51,31.92,68.97,1
Cotton,68,73.69,31.18,58.98,0
Rice,48,75.26,39.14,99.19,0
Cotton,19,54.31,25.56,53.17,0
Sugarcane,146,28.2,31.91,70.41,1
Potato,11,30.65,16.68,53.75,1
Sugarcane,36,61.52,29.76,67.46,0
Cotton,105,77.62,27.4,63.75,0
Sugarcane,139,55.52,42.73,87.12,0
Cotton,10,44.56,27.97,50.53,0
Rice,119,25.88,33.61,82.07,1
Cotton,8,48.91,35.87,41.21,0
Sugarcane,53,94.49,22.17,95.86,0
Potato,63,15.59,15.0,63.54,1
Sugarcane,77,74.42,33.19,72.13,0
Rice,137,58.08,29.99,69.11,1
Sugarcane,138,89.6,25.59,65.33,0
Rice,19,44.8,32.59,78.81,1
Maize,121,76.37,19.76,68.72,0
Wheat,10,35.09,12.37,74.11,0
Wheat,46,73.08,23.28,63.29,0
Wheat,1,65.1,24.33,57.64,0
Cotton,36,86.53,32.83,47.29,0
Wheat,144,63.79,20.85,47.84,0
Maize,48,38.49,27.61,44.86,0
Potato,107,33.71,25.03,58.61,1
Potato,75,59.82,23.52,75.6,0
Rice,18,93.39,30.18,76.21,0
Maize,25,89.67,33.38,72.26,0
Potato,137,12.82,18.87,50.2,1
Maize,38,12.66,24.73,64.47,1
Maize,147,62.89,24.96,61.88,0
Cotton,96,93.23,22.61,61.65,0
Wheat,110,55.32,30.16,57.44,0
Wheat,3,10.9,19.25,71.12,1
Wheat,104,25.88,27.48,70.38,1
Wheat,138,45.99,25.51,70.28,0
Wheat,134,65.72,16.2,51.79,0
Sugarcane,149,22.72,27.27,78.52,1
Cotton,13,29.81,36.68,55.28,0
Rice,67,23.0,28.09,84.34,1
Wheat,135,82.69,20.65,46.89,0
Wheat,21,57.25,18.15,58.76,0
Maize,50,39.74,27.68,77.37,0
Cotton,140,58.04,26.7,61.7,0
Potato,81,13.48,18.54,77.4,1
Rice,28,91.35,29.65,89.43,0
Potato,84,80.49,19.73,66.06,0
Rice,74,10.95,43.79,77.28,1
Maize,72,11.85,27.57,84.22,1
Wheat,104,41.36,24.27,54.63,0
Maize,16,81.1,21.71,66.74,0
Maize,51,72.56,28.02,65.62,0
Maize,57,42.93,27.26,44.94,0
Rice,13,26.21,19.19,92.31,1
Sugarcane,53,46.21,28.63,74.03,0
Rice,46,85.31,37.05,67.08,1
Potato,11,25.82,24.83,60.27,1
Wheat,12,49.54,16.8,37.74,0
Wheat,67,15.21,20.4,61.13,1
Maize,63,32.83,17.88,62.89,1
Cotton,133,65.59,41.84,68.56,0
Sugarcane,110,14.13,34.29,78.52,1
Wheat,22,30.72,10.26,59.11,0
Wheat,65,75.8,10.7,57.31,0
Cotton,133,35.94,23.17,59.77,0
Cotton,46,20.3,34.45,69.05,1
Sugarcane,3,26.65,31.37,57.96,1
Wheat,78,52.46,21.73,57.91,0
Maize,89,83.12,25.01,68.64,0
Cotton,145,11.08,26.78,61.61,1
Sugarcane,130,46.16,28.07,62.92,0
Rice,2,49.3,29.04,81.51,1
Maize,56,70.03,26.71,55.9,0
Cotton,149,70.99,34.21,78.83,0
Maize,49,55.74,15.55,42.64,0
Wheat,92,81.62,23.11,68.23,0
Cotton,13,61.74,29.14,50.6,0
Sugarcane,37,26.52,27.93,76.05,1
Rice,42,44.42,24.51,86.06,1
Wheat,47,59.07,28.3,72.14,0
Wheat,99,13.17,23.01,64.8,1
Potato,123,13.57,18.55,45.15,1
Potato,56,42.19,24.62,73.17,0
Maize,10,49.29,24.21,71.37,0
Potato,81,54.79,14.62,57.93,0
Rice,139,74.58,33.7,86.7,0
Wheat,35,56.71,16.48,68.67,0
Maize,11,59.87,20.26,67.63,0
Wheat,21,35.39,18.85,50.38,0
Potato,146,46.76,17.27,66.52,0
Rice,136,16.64,26.54,92.9,1
Maize,94,16.03,33.92,63.35,1
Cotton,26,25.63,23.6,44.55,0
Maize,79,58.53,24.26,69.38,0
Potato,100,69.92,24.93,83.24,0
Wheat,20,46.18,19.59,59.44,0
Rice,136,42.65,23.89,88.64,1
Potato,17,34.87,16.42,68.35,1
Potato,11,65.84,18.46,83.91,0
Maize,79,14.06,27.38,67.52,1
Rice,122,29.79,33.31,80.93,1
Maize,138,72.29,32.59,57.69,0
Rice,80,39.03,22.99,78.06,1
Sugarcane,3,62.24,31.97,77.43,0
Cotton,29,62.63,27.81,64.36,0
Potato,119,21.99,17.91,64.63,1
Cotton,140,41.69,35.84,69.86,0
Rice,78,40.96,34.57,83.79,1
Cotton,123,79.09,37.34,64.9,0
Cotton,132,35.42,24.69,58.64,0
Rice,125,51.08,29.02,65.15,1
Sugarcane,119,35.36,31.23,52.22,1
Wheat,130,44.84,17.05,45.29,0
Maize,37,35.5,24.22,71.33,0
Wheat,84,25.5,20.03,64.63,1
Potato,14,84.24,13.82,65.97,0
Cotton,136,45.62,24.54,73.58,0
Cotton,147,52.74,25.25,54.47,0
Wheat,13,68.45,20.86,38.19,0
Rice,24,82.63,22.03,86.29,0
Maize,95,85.72,19.4,57.67,0
Maize,58,22.14,25.77,59.58,1
Cotton,33,91.34,27.61,59.61,0
Potato,131,12.28,15.27,66.16,1
Potato,24,13.21,16.61,51.04,1
Sugarcane,101,34.46,29.72,51.47,1
Wheat,65,92.75,25.49,40.06,1
Cotton,16,38.64,28.33,54.07,0
Potato,114,12.08,17.86,60.44,1
Rice,54,27.99,31.12,84.33,1
Maize,94,28.83,32.58,61.78,1
Maize,91,61.0,27.36,50.3,0
Potato,108,69.56,19.47,79.05,0
Potato,32,82.19,13.75,60.42,0
Sugarcane,77,58.21,24.91,62.91,0
Sugarcane,142,54.25,30.11,62.03,0
Cotton,23,58.68,34.87,68.63,0
Wheat,67,10.03,17.58,59.72,1
Sugarcane,66,16.89,26.87,80.53,1
Rice,46,67.26,28.14,61.88,0
Wheat,61,80.76,17.97,61.07,0
Maize,32,44.31,24.3,65.2,0
Maize,118,65.46,22.48,58.05,0
Maize,39,46.44,26.72,69.75,0
Cotton,135,42.92,31.02,48.5,0
Sugarcane,89,13.16,34.36,59.27,1
Cotton,82,74.39,41.46,64.71,0
Wheat,1,74.75,18.0,59.45,0
Wheat,26,33.93,20.68,56.76,0
Potato,31,17.9,19.52,65.68,1
Maize,48,84.42,24.43,66.32,0
Potato,107,86.78,15.55,64.24,0
Sugarcane,33,93.98,26.27,65.58,0
Potato,53,62.05,20.61,78.34,0
Rice,83,47.32,26.14,75.28,1
Cotton,93,13.81,28.23,60.31,1
Potato,104,82.15,23.64,76.52,0
Maize,55,15.19,22.77,85.94,1
Potato,109,38.98,14.96,59.81,0
Wheat,70,87.02,23.7,50.16,0
Wheat,54,71.02,17.52,55.75,0
Wheat,13,14.84,19.43,45.53,1
Maize,14,91.96,16.17,54.76,0
Potato,64,93.13,20.63,55.33,0
Maize,147,25.84,26.01,69.18,1
Rice,51,14.78,37.27,76.48,1
Cotton,96,23.72,23.69,66.37,1
Maize,128,14.28,29.72,69.12,1
Wheat,6,70.28,16.4,54.35,0
Maize,70,85.12,19.38,74.02,0
Maize,47,80.83,23.65,64.12,0
Rice,132,86.57,31.1,95.18,0
Potato,125,84.0,17.05,63.9,0
Maize,40,89.6,30.04,53.78,1
Sugarcane,124,18.63,16.09,69.13,1
Cotton,52,52.92,30.46,62.1,0
Wheat,24,13.89,18.32,63.11,1
Wheat,38,33.82,22.24,77.48,0
Maize,36,48.45,25.04,82.41,0
Sugarcane,97,27.03,18.72,86.07,1
